OutletID,OutletName,Chain,Channel,OperatorName,Sector,Address2,Postcode,Latitude,Longitude,Region,PostcodeArea,PostcodeDistrict,TravelToWorkArea,ActiveTraders,Totalspend,Totaltransactions,TotalUniqueCustomer,month_name,year,spend,transactions,unique_customer
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Apr,2024,166079.22,19334,13303
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,May,2024,168712.51,19761,13538
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Jun,2024,155395.46,17587,12631
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Jul,2024,154142.18,16850,12241
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Aug,2024,161741.72,17563,12961
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Sep,2024,161075.55,19078,12897
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Oct,2024,183457.15,21926,14242
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Nov,2024,124066.42,15587,11010
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Dec,2024,86833.19,11449,8419
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Jan,2025,66303.17,9494,6339
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Feb,2025,90251.35,11985,8205
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Mar,2025,95613.56,12825,8929
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Apr,2025,79757.76,10289,7480
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,May,2025,83458.84,10681,7785
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Jun,2025,60411.13,8051,6080
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Jul,2025,59960.48,7676,5807
1003757,McDonalds Ranelagh St,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,Liverpool,L11JR,53.40539,-2.9789,North West,L,L1,Liverpool,Active,2470190.82,296381,108681,Aug,2025,72614.67,8726,6755
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Apr,2024,120466.3,12384,7488
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,May,2024,133202.46,13887,8332
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Jun,2024,124114.57,13019,7781
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Jul,2024,128966.05,13134,8022
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Aug,2024,136280.82,13603,8377
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Sep,2024,118683.08,12080,7131
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Oct,2024,118484.49,12267,7125
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Nov,2024,114477.78,11577,6773
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Dec,2024,119079.41,11332,6844
1004140,McDonalds Southport - Ocean Plaza,McDonalds,QSR Delivery & Takeaway,McDonalds,Fastfood & Takeaway,null,PR81SA,53.65299,-3.010347,North West,PR,PR8,Liverpool,Active,2399470.27,243890,50772,Jan,2025,99618.08,10460,6089
